0.02	0.094	31	3.67	9.7	5
0.06	0.08	33	3.68	9.6	5
0.06	0.086	44	3.38	10.7	6
0.48	0.068	15	3.22	10.1	6
0.12	0.092	28	3.51	10	5
0.12	0.186	21	3.39	9.5	5
0.6	0.112	90	3.2	9.2	5
0.48	0.063	25	3.12	9.3	6
0.32	0.082	54	3.36	9.4	5
0.42	0.213	14	3.19	9.5	6
0.44	0.214	12	3.19	9.5	6
0.38	0.062	30	3.41	9.5	6
0.48	0.063	25	3.12	9.3	6
0.24	0.072	105	3.27	9.4	6
0.31	0.093	98	3.32	9.5	6
0.3	0.076	135	3.3	9.4	5
0.29	0.087	72	3.39	11	5
0.29	0.096	53	3.42	11	6
0.23	0.102	92	3.3	10.1	5
0.12	0.082	74	3.3	10.4	6
0.39	0.083	59	3.37	11.5	7
0.13	0.082	74	3.3	10.4	6
0.39	0.083	59	3.37	11.5	7
0.26	0.09	87	3.24	9.7	5
0.05	0.079	18	3.29	9.3	5
0.42	0.09	73	3.28	9.5	6
0.2	0.071	50	3.16	9.2	6
0.2	0.071	50	3.16	9.2	6
0.66	0.121	14	3.05	11.5	7
0.5	0.107	13	3.28	11.5	5
0.62	0.082	21	3.16	9.7	6
0.39	0.061	15	3.18	9.5	5
0.64	0.122	41	3.23	12.5	6
0.64	0.122	41	3.23	12.5	6
0.28	0.066	114	3.22	9.4	6
0.08	0.105	44	3.13	11	5
0.01	0.078	38	3.34	11.7	7
0.53	0.128	21	3.17	12.2	7
0.45	0.052	16	3.35	12.5	6
0.32	0.08	58	3.31	10.3	5
0.58	0.103	99	3.16	11.5	6
0.54	0.082	29	3.11	9.8	7
0.5	0.066	21	3.12	9.2	6
0.48	0.065	18	3.21	11.3	6
0.47	0.118	14	3.3	9.8	6
0.47	0.118	14	3.3	9.8	6
0.5	0.082	32	3.12	10.7	6
0	0.067	63	3.6	9.9	5
0.02	0.072	34	3.58	12.3	7
0.67	0.093	15	3.02	12	6
0.31	0.089	46	3.11	10	6
0	0.093	28	3.36	9.4	6
0.22	0.107	34	3.28	9.9	6
0	0.096	26	3.35	9.4	6
0	0.09	19	3.27	9.3	5
0.79	0.12	77	3.18	13	5
0.4	0.066	165	3.25	11.9	6
0.01	0.078	32	3.55	12.8	6
0.52	0.08	55	3.26	11	5
0.66	0.116	29	3.24	11.7	7
0.66	0.109	23	3.15	10.4	7
0.66	0.088	41	3.17	9.8	6
0.23	0.099	81	3.19	9.4	5
0.31	0.086	50	3.37	9.9	6
0.66	0.072	37	3.05	10	5
0.63	0.071	15	2.99	10.2	5
0.66	0.083	42	3.07	10	7
0.5	0.107	21	3.26	11.8	6
0.66	0.083	42	3.07	10	7
0.61	0.076	24	3.16	9	5
0.52	0.159	75	3.18	9.4	5
0.53	0.074	18	3.2	12	7
0.02	0.063	63	3.57	9.9	5
0.4	0.056	25	3.32	8.7	6
0.48	0.067	46	3.32	10.6	6
0.22	0.106	72	3.05	9.2	5
0.63	0.089	47	3.01	10.8	6
0.71	0.124	15	3.01	11.8	7
0.5	0.078	47	3.26	11	6
0.53	0.074	18	3.2	12	7
0.66	0.088	24	3.11	13.3	6
0.38	0.094	60	3.31	10.8	6
0.42	0.08	27	3.21	9.4	6
0.68	0.085	43	3.06	10	6
0.42	0.08	27	3.21	9.4	6
0.42	0.08	27	3.21	9.4	6
0.28	0.087	54	3.42	9.2	5
0.07	0.09	37	3.43	9.7	6
0.26	0.088	48	3.41	9.2	6
0.15	0.079	42	3.31	9.6	6
0.26	0.088	53	3.43	9.2	6
0.31	0.096	49	3.19	10	7
0.05	0.045	88	3.56	12.9	8
0.68	0.085	43	3.06	10	6
0.52	0.082	26	3.18	9.5	5
0.61	0.112	95	3.16	9.1	5
0.65	0.063	25	3.03	9.9	5
0.76	0.066	38	3.22	13	7
0.02	0.122	124	3.47	9.9	5
0.59	0.087	49	3.18	11	6
0.59	0.087	49	3.18	11	6
0.22	0.064	42	3.1	9.4	5
0.02	0.122	124	3.47	9.9	5
0.3	0.059	38	3.29	10.8	6
0.54	0.085	64	3.1	10.5	6
0.49	0.085	41	3.15	10.5	6
0.05	0.075	27	3.26	9.1	5
0.46	0.059	25	3.36	10.1	6
0.47	0.063	28	3.24	10.8	6
0.66	0.093	30	3.18	10.8	7
0.58	0.174	16	3.19	11.3	6
0.49	0.07	49	3.05	9.6	4
0.34	0.08	86	3.38	9.5	6
0.35	0.08	78	3.38	9.5	5
0.16	0.1	77	3.27	9.3	5
0.53	0.097	19	3.27	11.7	7
0.34	0.087	122	3.26	9.5	5
0.24	0.117	134	3.32	9.3	5
0.64	0.111	20	3.26	11.7	6
0.12	0.091	124	3.44	10.5	5
0.51	0.121	20	3.24	10.4	6
0	0.066	52	3.62	9.9	5
0.33	0.089	67	3.28	11.8	7
0.03	0.059	48	3.52	12.3	7
0.2	0.047	60	3.36	10.9	5
0.47	0.066	24	3.15	11	7
0.2	0.047	60	3.36	10.9	5
0.03	0.059	48	3.52	12.3	7
0.08	0.045	48	3.49	11.4	6
0.22	0.077	32	3.26	10.6	6
0.33	0.07	30	3.24	9.3	5
0.63	0.088	35	3.1	10.4	6
0.47	0.066	24	3.15	11	7
0.35	0.074	66	3.25	9.2	5
0.69	0.078	24	3	12.8	6
0.63	0.091	18	3.16	9.5	5
0.55	0.076	54	3.15	9.9	6
0.63	0.091	18	3.16	9.5	5
0.3	0.06	62	3.26	10.2	6
0.73	0.066	22	3.17	11.2	6
0.55	0.076	54	3.15	9.9	6
0.18	0.062	50	3.08	9.3	5
0.72	0.072	29	2.88	9.8	8
0.65	0.068	27	3.06	11.3	6
0.76	0.1	43	2.95	11.2	7
0.49	0.077	19	3.23	11.6	7
0.01	0.054	27	3.57	12.5	7
0.1	0.079	31	3.23	10.1	6
0.6	0.081	72	3.1	10.5	5
0.29	0.127	16	3.22	11.2	5
0.22	0.1	27	3.2	10.2	6
0.69	0.095	35	3.1	10.8	6
0.69	0.095	35	3.1	10.8	6
0.53	0.413	26	3.06	9.1	6
0.03	0.084	35	3.44	10	6
0.63	0.084	22	3.26	11.2	7
0.4	0.063	67	3.5	11.1	5
0.67	0.086	19	3.22	13.4	8
0.39	0.095	22	3.37	10.3	5
0.21	0.097	65	3.28	9.6	5
0.63	0.084	22	3.26	11.2	7
0.66	0.074	47	3.25	9	3
0.52	0.083	23	3.35	11.3	6
0.22	0.087	19	3.26	9.3	5
0.68	0.085	25	3.18	11.8	5
0.7	0.098	129	3.08	9	5
0.54	0.084	15	2.98	9.2	6
0.4	0.098	26	3.48	9.7	5
0.42	0.069	51	3.16	11.5	6
0.45	0.065	18	3.32	14	6
0.69	0.09	21	3.17	9.2	6
0.02	0.07	48	3.2	9.8	5
0.65	0.093	47	3.05	10.6	5
0.42	0.081	52	3.2	11.4	6
0.55	0.083	68	3.15	10.4	6
0.55	0.062	14	3.26	10.6	5
0.51	0.08	24	3.2	9.4	6
0.24	0.087	28	3.14	10.2	5
0.41	0.091	16	3.28	9.7	5
0.49	0.075	20	3.18	11	6
0.24	0.087	28	3.14	10.2	5
0.11	0.077	31	3.19	10.1	6
0.39	0.069	23	3.12	9.2	5
0.56	0.08	17	3.15	11.7	8
0.59	0.152	18	3.04	9.4	5
0.6	0.152	18	3.04	9.4	5
0.68	0.114	24	3.06	13.4	6
0.39	0.054	17	3.17	10	5
0.39	0.054	17	3.17	10	5
0.36	0.053	14	3.17	10	6
0.55	0.081	67	3.32	10.8	7
0.4	0.073	26	3.34	10.2	6
0.27	0.078	56	3.31	10.6	6
0.5	0.055	25	3.34	13.3	7
0.51	0.052	27	3.32	13.4	7
0.31	0.086	81	3.48	11.6	6
0.23	0.051	91	3.44	12.1	6
0.53	0.07	16	3.15	11	8
0.25	0.081	38	3.43	9	6
0.32	0.09	113	3.32	11.1	5
0.53	0.07	16	3.15	11	8
0.31	0.086	81	3.48	11.6	6
0.25	0.081	38	3.43	9	6
0.73	0.074	76	3.17	12	7
0.73	0.074	76	3.17	12	7
0.47	0.078	24	3.18	10.9	7
0.42	0.077	22	3.21	10.8	7
0.63	0.072	26	3.16	12.5	7
0.46	0.075	21	3.25	10.8	7
0.55	0.084	13	3.17	9.5	6
0.31	0.09	62	3.18	10.2	6
0.75	0.084	43	3.04	11.4	7
0.49	0.073	43	3.02	9.5	5
0.31	0.09	62	3.18	10.2	6
0.48	0.125	49	3.03	9.7	6
0.64	0.107	15	3.09	11.8	7
0.64	0.107	15	3.09	11.8	7
0.49	0.122	151	3.31	9.3	5
0.49	0.1	14	3.25	11.9	6
0.49	0.2	16	3.16	8.4	3
0.49	0.088	32	3.22	11.7	6
0.49	0.088	106	3.36	11	5
0.49	0.088	33	3.42	10	6
0.49	0.088	43	3.48	9.1	5
0.49	0.099	133	3.38	9.8	5
0.49	0.085	142	3.22	9.4	5
0.49	0.086	116	3.23	9.5	5
0.24	0.105	53	3.24	9.9	5
0.49	0.088	106	3.36	11	5
0.49	0.097	85	3.39	11.4	6
0.49	0.084	55	3.34	8.7	6
0.24	0.077	33	3.09	9.4	5
0.24	0.078	28	3.41	10.3	6
0.49	0.098	42	3.16	10.3	5
0.49	0.098	42	3.16	10.3	5
0.24	0.072	33	3.22	12.8	6
0.24	0.102	32	3.28	10	6
0.24	0.078	28	3.41	10.3	6
0.24	0.077	33	3.09	9.4	5
0.24	0.084	13	3.37	10.7	6
0.49	0.066	35	3.2	12	7
0.74	0.1	17	3.22	11.2	5
0.24	0.101	47	3.26	9.6	5
0.49	0.064	17	3.21	11	6
0.24	0.07	20	3.12	9.9	5
0.24	0.085	53	3.06	11	6
0.74	0.075	15	2.86	8.4	6
0.49	0.094	106	3.08	9.1	5
0.24	0.078	28	3.45	9.5	6
0.49	0.067	21	3.26	10.7	6
0.49	0.079	69	3.12	10.4	6
0.49	0.171	25	3.27	9.4	6
0.01	0.074	25	3.33	9.5	6
0.24	0.092	45	3.19	10	6
0.24	0.092	44	3.12	10	6
0.24	0.05	96	3.74	11.5	5
0.49	0.095	23	2.92	11.1	5
0.49	0.095	23	2.92	11.1	5
0.49	0.118	17	3.07	11.7	6
0.49	0.095	23	2.92	11.1	5
0.49	0.118	17	3.07	11.7	6
0.49	0.085	47	3.3	12.7	6
0.49	0.075	19	3.14	11.4	5
0.49	0.078	121	3.23	9.2	5
0.49	0.094	110	3.08	9.2	5
0.49	0.092	60	3.31	10.1	6
0.49	0.085	47	3.3	12.7	6
0.49	0.075	19	3.14	11.4	5
0.24	0.226	15	3.32	9	6
0.24	0.226	15	3.32	9	6
0.49	0.25	20	3.31	10.7	6
0.24	0.095	42	3.57	11.7	6
0.49	0.07	37	3.32	11	6
0.24	0.095	42	3.57	11.7	6
0.49	0.075	28	3.14	10.4	5
0.49	0.07	47	3.3	9.6	4
0.49	0.078	78	3.19	10	6
0.49	0.079	46	3.2	10.2	6
0.24	0.103	14	3.34	10	4
0.49	0.083	111	3.3	9.5	5
0.49	0.085	110	3.29	9.8	5
0.49	0.063	40	3.14	9.8	6
0.49	0.089	14	3.19	9.6	5
0.49	0.089	14	3.19	9.6	5
0.49	0.083	15	3.19	9.2	5
0.49	0.074	21	2.98	9.9	7
0.49	0.093	80	3.3	10.7	7
0.24	0.091	38	3.47	9.6	6
0.49	0.094	47	3.12	10.6	7
0.24	0.108	102	3.26	9.3	5
0.24	0.06	50	3.72	14	8
0.49	0.059	13	3.05	10.5	7
0.49	0.084	75	3.35	9.7	5
0.49	0.07	149	3.12	11.5	6
0.49	0.084	75	3.35	9.7	5
0.58	0.094	43	3.29	9	5
0.17	0.096	38	3.4	9.5	5
0.41	0.086	109	3.27	9.3	5
0.51	0.059	24	3.04	9.3	6
0.58	0.071	18	3.09	10	6
0.18	0.078	30	3.2	9.8	6
0.45	0.082	22	3	9.3	6
0.27	0.088	23	3.26	10	4
0.52	0.071	35	3.1	9	6
0	0.081	14	3.3	9.3	5
0.52	0.071	35	3.1	9	6
0.13	0.096	63	3.17	9.1	6
0.13	0.085	24	3.31	9.2	6
0.48	0.072	20	3.34	12.2	7
0.41	0.092	52	3.31	10.5	6
0.37	0.11	65	3.32	10.4	6
0.19	0.075	39	3.56	12.7	6
0.54	0.083	57	3.39	9.2	5
0.55	0.081	16	2.98	9.4	5
0	0.077	29	3.32	10	6
0.38	0.058	29	3.26	9.8	5
0.18	0.148	103	2.87	10.2	6
0.5	0.079	71	3.5	9.7	5
0.5	0.079	71	3.5	9.7	5
0.51	0.079	28	3.03	9.8	6
0.5	0.122	17	3.13	10.2	5
0.41	0.088	16	3.09	9.3	5
0.24	0.076	112	3.27	9.4	5
0.23	0.078	104	3.28	9.4	5
0.22	0.08	32	3.13	9.5	5
0.25	0.077	45	3.49	12.1	6
0	0.124	58	3.46	10.2	5
0	0.124	58	3.46	10.2	5
0.29	0.098	15	3.36	9.1	5
0.29	0.098	15	3.36	9.1	5
0.26	0.097	31	3.27	9.3	6
0.23	0.111	84	3.21	9.3	5
0.26	0.097	31	3.27	9.3	6
0.54	0.105	19	3.25	9.5	5
0.14	0.087	43	3.32	10.5	6
0.22	0.105	86	3.43	11.3	4
0.21	0.073	102	3.27	9.5	5
0	0.065	33	3.27	9.7	5
0.28	0.086	147	3.24	9.4	5
0.27	0.084	145	3.24	9.4	5
0.12	0.143	23	3.35	10.2	7
0.35	0.067	57	3.18	10.3	6
0.45	0.071	40	3.39	9.4	5
0.44	0.071	68	3.46	9.5	5
0.45	0.071	40	3.39	9.4	5
0.44	0.071	68	3.46	9.5	5
0.45	0.071	40	3.39	9.4	5
0.1	0.115	11	3.37	10.1	7
0.05	0.107	20	3.4	10.1	5
0.01	0.07	14	3.32	11	4
0.3	0.066	28	3.33	11.2	7
0.27	0.068	148	3.16	11.3	6
0.39	0.106	32	2.89	9.6	5
0.25	0.104	155	3.41	11.2	5
0.65	0.096	71	2.98	14.9	5
0.59	0.079	30	3.12	12	6
0.47	0.074	29	3.08	9.5	5
0.17	0.087	53	3.14	9.4	5
0.39	0.106	32	2.89	9.6	5
0.59	0.073	42	2.92	10.5	7
0.07	0.074	20	3.32	9.6	6
0.02	0.096	13	3.41	11	4
0.07	0.074	20	3.32	9.6	6
0.31	0.08	42	3.31	9	5
0.06	0.076	27	3.36	9.6	6
0.46	0.05	13	3.04	10.2	6
0.52	0.092	54	3.03	10.2	5
0.14	0.084	48	3.14	9.7	5
0.36	0.222	16	3.18	9.5	6
0.45	0.082	15	2.94	9.2	6
0.43	0.059	31	3.15	11	5
0.45	0.082	15	2.94	9.2	6
0.24	0.083	45	3.26	10	5
0.21	0.074	13	3.2	9.5	5
0.34	0.079	151	3.15	9.5	5
0.21	0.074	13	3.2	9.5	5
0.41	0.084	17	3.08	9.3	6
0.39	0.064	31	3.26	10.2	5
0.41	0.084	17	3.08	9.3	6
0.11	0.084	31	3.4	9.9	5
0.1	0.081	87	3.48	10	5
0.45	0.06	49	3.13	9.6	5
0.58	0.07	40	3.06	9	5
0.23	0.094	29	3.21	10.2	6
0.31	0.078	58	3.33	9.8	5
0.23	0.059	15	3.37	11.3	5
0.32	0.078	152	3.25	9.4	5
0.23	0.059	15	3.37	11.3	5
0.18	0.07	40	3.44	9.1	5
0.23	0.095	38	3.28	9.7	5
0.04	0.039	9	3.4	9.4	5
0.48	0.157	17	3.3	9.4	5
0	0.097	14	3.63	10.7	3
0.24	0.087	93	3.48	9.8	5
0.51	0.422	62	3.03	9	5
0.32	0.084	122	3.32	9.4	5
0.31	0.084	125	3.31	9.4	5
0.02	0.034	44	3.9	12.8	6
0.02	0.066	25	3.47	9.5	6
0.02	0.066	25	3.47	9.5	6
0.28	0.087	72	3.31	9.7	5
0.55	0.071	19	3.11	10.8	6
0.43	0.076	88	3.08	10.1	6
0.02	0.066	25	3.47	9.5	6
0.02	0.067	23	3.47	9.4	6
0.48	0.073	84	3.32	9.6	4
0.04	0.078	14	3.29	9.7	4
0.15	0.073	54	3.37	9.9	5
0.08	0.093	19	3.4	10	5
0.19	0.077	37	3.37	10.5	5
0.12	0.068	35	3.34	11.6	6
0.47	0.062	33	3.27	10	6
0.43	0.08	84	3.06	10.1	5
0.34	0.093	112	3.38	9.5	5
0	0.084	33	3.36	9.4	5
0.36	0.075	48	3.34	9.4	5
