Player,Country,Start,End,Matches,Innings,NotOuts,Runs,HighScore,HighScoreNotOut,Average,BallsFaced,StrikeRate,Hundreds,Fifties,Ducks,Fours,Sixes
MR Swart ,Netherlands,2012,2016,26,25,2,621,89,FALSE,27,537,115.6424581,0,4,1,53,16
DO Obuya ,Kenya,2007,2012,10,10,2,216,65,TRUE,27,228,94.73684211,0,2,1,22,4
P Nissanka ,Sri Lanka,2021,2021,3,3,0,81,39,FALSE,27,70,115.7142857,0,0,0,8,2
DR Sams ,Australia,2020,2021,4,4,2,54,41,FALSE,27,23,234.7826087,0,0,0,4,4
G Bakiweyem ,Ghana,2019,2019,3,2,1,27,15,TRUE,27,30,90,0,0,0,0,0
RM Dorji ,BHU,2019,2019,1,1,0,27,27,FALSE,27,23,117.3913043,0,0,0,0,4
Babar Hayat ,Hong Kong,2014,2017,24,24,4,541,122,FALSE,27.05,433,124.9422633,1,2,2,45,20
Ahmed Faiz ,MAL,2019,2020,18,17,1,436,58,FALSE,27.25,373,116.8900804,0,1,0,39,11
BOP Fernando ,Sri Lanka,2019,2020,6,5,1,109,78,TRUE,27.25,87,125.2873563,0,1,0,11,3
RM Siri ,Arg,2019,2019,4,4,1,82,49,TRUE,27.33333333,80,102.5,0,0,1,6,1
SPD Smith ,Australia,2010,2020,45,37,8,794,90,FALSE,27.37931034,613,129.5269168,0,4,1,66,21
HH Patel ,MWest Indies,2019,2019,7,6,1,137,44,TRUE,27.4,104,131.7307692,0,0,0,17,3
G Gambhir ,India,2007,2012,37,36,2,932,75,FALSE,27.41176471,783,119.0293742,0,7,2,109,10
A Lark ,Aut,2019,2019,5,4,0,110,43,FALSE,27.5,121,90.90909091,0,0,1,15,0
Abrar Bilal ,Aut,2019,2019,4,3,1,55,37,FALSE,27.5,43,127.9069767,0,0,0,7,2
P Khadka ,Nepal,2014,2020,33,32,3,799,106,TRUE,27.55172414,624,128.0448718,1,4,3,82,26
CG Williams ,Namibia,2019,2019,13,12,3,249,68,TRUE,27.66666667,210,118.5714286,0,1,1,15,10
PF Gallagher ,Fin,2019,2019,3,3,0,83,36,FALSE,27.66666667,68,122.0588235,0,0,0,4,5
AP Devcich ,New Zealand,2013,2014,4,4,0,111,59,FALSE,27.75,79,140.5063291,0,1,0,17,2
Jatinder Singh ,Oman,2015,2020,28,28,3,697,68,TRUE,27.88,611,114.0752864,0,3,1,72,8
S Dhawan ,India,2011,2021,65,63,3,1673,92,FALSE,27.88333333,1313,127.4181264,0,11,1,182,49
Mohammad Hafeez ,Pakistan,2006,2020,99,94,11,2323,99,TRUE,27.98795181,1915,121.305483,0,14,7,232,71
Sarfaraz Ahmed ,Pakistan,2010,2020,59,41,12,812,89,TRUE,28,641,126.6770671,0,3,2,79,15
PBB Rajapaksa ,Sri Lanka,2019,2020,7,6,1,140,77,FALSE,28,107,130.8411215,0,1,0,8,9
Yuvraj Singh ,India,2007,2017,58,51,9,1177,77,TRUE,28.02380952,863,136.3847045,0,8,1,77,74
BN Cooper ,Netherlands,2013,2019,51,48,9,1094,91,TRUE,28.05128205,890,122.9213483,0,7,5,96,36
MDKJ Perera ,Sri Lanka,2013,2020,47,46,0,1293,84,FALSE,28.10869565,956,135.251046,0,12,0,123,47
TM Dilshan ,Sri Lanka,2006,2016,80,79,12,1889,104,TRUE,28.19402985,1567,120.5488194,1,13,10,223,33
Virandeep Singh ,MAL,2019,2020,21,21,1,564,57,FALSE,28.2,521,108.2533589,0,2,1,51,18
DL Maddy ,England,2007,2007,4,4,0,113,50,FALSE,28.25,80,141.25,0,1,0,12,3
Salman Butt ,Pakistan,2007,2010,24,23,2,595,74,FALSE,28.33333333,551,107.9854809,0,3,1,66,10
JM Vince ,England,2015,2019,12,12,0,340,59,FALSE,28.33333333,275,123.6363636,0,1,0,34,9
DP Michael ,Samoa,2019,2019,4,4,1,85,55,TRUE,28.33333333,82,103.6585366,0,1,1,1,6
RML Taylor ,Scotland,2013,2016,9,6,3,85,41,TRUE,28.33333333,58,146.5517241,0,0,0,6,4
RD Berrington ,Scotland,2008,2019,61,54,10,1247,100,FALSE,28.34090909,967,128.9555326,1,3,6,117,36
DM Gondaria ,Kenya,2013,2019,11,9,2,199,85,TRUE,28.42857143,157,126.7515924,0,1,0,12,6
RS Bopara ,England,2008,2014,38,35,10,711,65,TRUE,28.44,599,118.6978297,0,3,0,54,17
WD Parnell ,South Africa,2009,2017,40,13,9,114,29,TRUE,28.5,96,118.75,0,0,0,10,3
Fayyaz Butt ,Oman,2019,2019,14,6,4,57,25,TRUE,28.5,48,118.75,0,0,0,4,2
C Jonker ,South Africa,2018,2018,2,2,0,57,49,FALSE,28.5,29,196.5517241,0,0,0,5,3
RT Ponting ,Australia,2005,2009,17,16,2,401,98,TRUE,28.64285714,302,132.781457,0,2,2,41,11
KC D'Souza ,BUL,2020,2020,7,6,3,86,28,TRUE,28.66666667,75,114.6666667,0,0,0,6,3
SO Tikolo ,Kenya,2007,2013,15,15,3,345,56,TRUE,28.75,281,122.7758007,0,2,3,46,6
J Rasu ,VAN,2019,2019,13,13,0,374,74,FALSE,28.76923077,338,110.6508876,0,2,0,27,16
T Taibu ,Zimbabwe,2007,2012,17,15,6,259,45,TRUE,28.77777778,257,100.7782101,0,0,2,19,2
TLW Cooper ,Netherlands,2012,2016,18,17,3,404,72,TRUE,28.85714286,306,132.0261438,0,2,2,38,16
D Heyliger ,Canada,2019,2019,11,7,5,58,23,TRUE,29,42,138.0952381,0,0,1,2,3
Abdullah Akbarjan ,Aut,2019,2019,5,1,0,29,29,FALSE,29,17,170.5882353,0,0,0,3,1
B Masaba ,UGA,2019,2020,2,1,0,29,29,FALSE,29,25,116,0,0,0,3,1
J Salazar ,Peru,2019,2019,2,2,1,29,20,TRUE,29,36,80.55555556,0,0,0,0,0
VP Thamotharam ,MLT,2020,2020,2,2,1,29,24,TRUE,29,18,161.1111111,0,0,0,4,1
JM Bairstow ,England,2011,2021,47,41,8,958,86,TRUE,29.03030303,685,139.8540146,0,6,3,88,42
SS Iyer ,India,2017,2021,25,23,6,496,67,FALSE,29.17647059,376,131.9148936,0,3,2,38,21
SK Raina ,India,2006,2018,78,66,11,1605,101,FALSE,29.18181818,1190,134.8739496,1,5,3,145,58
SR Watson ,Australia,2006,2016,58,56,6,1462,124,TRUE,29.24,1006,145.3280318,1,10,3,115,83
JC Buttler ,England,2011,2021,75,67,13,1579,77,TRUE,29.24074074,1129,139.8582817,0,10,3,137,65
MN Samuels ,West Indies,2007,2018,67,65,10,1611,89,TRUE,29.29090909,1386,116.2337662,0,10,0,144,69
Ammad Uddin ,BHR,2019,2020,8,8,2,176,41,TRUE,29.33333333,94,187.2340426,0,0,0,18,10
Kaleem Shah ,Moz,2019,2019,7,7,1,176,72,TRUE,29.33333333,170,103.5294118,0,1,1,21,4
Shamsudheen Purat ,Saudi,2019,2020,6,5,1,118,88,TRUE,29.5,77,153.2467532,0,1,2,12,7
SN Thakur ,India,2018,2021,18,4,2,59,22,TRUE,29.5,31,190.3225806,0,0,1,3,4
K Dasan ,BUL,2019,2020,10,9,1,237,74,FALSE,29.625,222,106.7567568,0,1,0,19,4
RR Rossouw ,South Africa,2014,2016,15,14,3,327,78,FALSE,29.72727273,237,137.9746835,0,2,2,29,12
HG Munsey ,Scotland,2015,2019,38,36,3,987,127,TRUE,29.90909091,640,154.21875,1,5,4,114,45
PR Stirling ,Ireland,2009,2020,78,77,6,2124,95,FALSE,29.91549296,1525,139.2786885,0,18,9,251,71
H Singh ,GER,2019,2020,9,8,3,150,44,TRUE,30,134,111.9402985,0,0,0,7,3
DR Martyn ,Australia,2005,2006,4,4,0,120,96,FALSE,30,74,162.1621622,0,1,0,11,5
DE Budge ,Scotland,2018,2018,6,4,2,60,24,FALSE,30,59,101.6949153,0,0,0,2,3
J Kila ,Papau New Guinea,2019,2019,12,5,3,60,27,TRUE,30,31,193.5483871,0,0,0,4,5
P Mustard ,England,2008,2008,2,2,0,60,40,FALSE,30,37,162.1621622,0,0,0,5,4
NG Collins ,Fin,2019,2019,5,5,0,151,56,FALSE,30.2,164,92.07317073,0,2,0,10,0
Raees Ahmadzai ,Afghanistan,2010,2010,8,6,3,91,33,TRUE,30.33333333,84,108.3333333,0,0,0,5,1
CR Woakes ,England,2011,2015,8,7,4,91,37,FALSE,30.33333333,63,144.4444444,0,0,1,4,5
EJG Morgan ,England,2009,2021,98,94,19,2278,91,FALSE,30.37333333,1639,138.9871873,0,14,3,172,113
CN Ackermann ,Netherlands,2019,2019,11,11,3,243,43,TRUE,30.375,196,123.9795918,0,0,0,18,5
Wahidullah Usmani ,Belg,2020,2020,4,4,0,122,72,FALSE,30.5,110,110.9090909,0,1,0,13,2
DJM Short ,Australia,2018,2020,23,23,2,642,76,FALSE,30.57142857,540,118.8888889,0,4,1,71,15
PD Hennessy ,ESP,2019,2020,10,8,1,214,71,FALSE,30.57142857,177,120.9039548,0,2,1,13,9
H Gori ,CZK-R,2019,2020,11,11,0,337,66,FALSE,30.63636364,255,132.1568627,0,1,1,36,17
R Ashwin ,India,2010,2017,46,11,7,123,31,TRUE,30.75,115,106.9565217,0,0,0,14,1
V Vijh ,LUX,2019,2020,8,8,2,185,64,TRUE,30.83333333,202,91.58415842,0,1,0,17,4
MJG Rippon ,Netherlands,2013,2018,18,11,4,216,42,FALSE,30.85714286,192,112.5,0,0,2,15,3
E Lewis ,West Indies,2016,2021,35,34,2,989,125,TRUE,30.90625,635,155.7480315,2,6,3,70,77
NR Kumar ,Canada,2012,2019,18,16,2,434,83,FALSE,31,336,129.1666667,0,3,1,34,13
Muhammad Kashif ,KUW,2019,2020,15,12,4,248,53,FALSE,31,230,107.826087,0,2,1,15,13
Mohammed Asghar ,KUW,2019,2019,4,4,0,124,45,FALSE,31,91,136.2637363,0,0,0,13,5
BA Pai ,GIBR,2019,2019,4,4,0,124,52,FALSE,31,141,87.94326241,0,1,0,6,1
J Cutinho ,CRC,2019,2019,3,3,0,93,46,FALSE,31,98,94.89795918,0,0,0,7,4
Walid Ghauri ,NOR,2019,2019,4,4,1,93,44,TRUE,31,80,116.25,0,0,0,10,2
R Dravid ,India,2011,2011,1,1,0,31,31,FALSE,31,21,147.6190476,0,0,0,0,3
AS Mehmi (),NA,2019,2019,3,2,1,31,21,TRUE,31,29,106.8965517,0,0,0,2,1
AD Hales ,England,2011,2019,60,60,7,1644,116,TRUE,31.01886792,1203,136.6583541,1,8,4,175,55
Q de Kock ,South Africa,2012,2020,47,47,5,1303,79,TRUE,31.02380952,954,136.5828092,0,6,3,135,53
DA Miller ,South Africa/World XI,2010,2021,81,71,22,1525,101,TRUE,31.12244898,1092,139.6520147,1,3,0,103,69
Shoaib Malik ,ICC/Pakistan,2006,2020,116,106,31,2335,75,FALSE,31.13333333,1880,124.2021277,0,8,1,192,61
S Chandramohan ,SGP,2019,2020,15,15,1,436,66,FALSE,31.14285714,366,119.1256831,0,3,3,44,16
CD McMillan ,New Zealand,2005,2007,8,7,1,187,57,FALSE,31.16666667,117,159.8290598,0,1,0,8,14
Mohammad Shahzad ,Afghanistan,2010,2018,65,65,3,1936,118,TRUE,31.22580645,1436,134.8189415,1,12,3,218,72
CH Gayle ,West Indies,2006,2021,61,57,4,1656,117,FALSE,31.24528302,1176,140.8163265,2,13,4,141,106
Muhammad Naeem ,Saudi,2019,2020,7,6,2,125,42,FALSE,31.25,126,99.20634921,0,0,1,7,3
C Munro ,New Zealand,2012,2020,65,62,7,1724,109,TRUE,31.34545455,1102,156.4428312,3,11,5,132,107
KC Sangakkara ,Sri Lanka,2006,2014,56,53,9,1382,78,FALSE,31.40909091,1156,119.550173,0,8,2,139,20
MC Henriques ,Australia,2009,2020,14,11,4,220,62,TRUE,31.42857143,162,135.8024691,0,2,0,10,9
DA Warner ,Australia,2009,2020,81,81,9,2265,100,TRUE,31.45833333,1621,139.7285626,1,18,6,218,89
Najibullah Zadran ,Afghanistan,2012,2020,60,51,20,976,69,TRUE,31.48387097,694,140.6340058,0,3,2,63,52
Kamran Khan ,QAT,2019,2020,21,21,1,630,88,FALSE,31.5,468,134.6153846,0,5,0,50,39
V Balakrishnan ,Botsw,2019,2019,3,3,1,63,29,TRUE,31.5,82,76.82926829,0,0,0,6,1
SF Mire ,Zimbabwe,2018,2019,9,8,0,253,94,FALSE,31.625,196,129.0816327,0,2,0,23,13
Sarfaraz Ali ,BHR,2019,2020,8,8,0,253,59,FALSE,31.625,148,170.9459459,0,2,0,24,19
KS Williamson ,New Zealand,2011,2021,67,65,8,1805,95,FALSE,31.66666667,1443,125.0866251,0,13,3,182,41
F Akankwasa ,UGA,2020,2020,3,3,0,95,66,FALSE,31.66666667,53,179.245283,0,1,0,7,8
GC Smith ,South Africa,2005,2011,33,33,2,982,89,TRUE,31.67741935,770,127.5324675,0,5,1,123,26
DPMD Jayawardene ,Sri Lanka,2006,2014,55,55,8,1493,100,FALSE,31.76595745,1121,133.1846566,1,9,4,173,33
GJ Maxwell ,Australia,2012,2021,72,65,9,1780,145,TRUE,31.78571429,1120,158.9285714,3,9,1,147,93
D Pretorius ,South Africa,2017,2021,14,8,3,159,77,TRUE,31.8,96,165.625,0,1,0,12,8
Mohammad Rizwan ,Pakistan,2015,2021,29,21,5,510,104,TRUE,31.875,423,120.5673759,1,2,1,48,15
Mukhtar Ahmed ,Pakistan,2015,2015,6,6,0,192,83,FALSE,32,134,143.2835821,0,2,0,23,5
NMS Param ,SGP,2019,2019,8,7,2,160,72,TRUE,32,118,135.5932203,0,1,0,12,6
MH Yardy ,England,2006,2011,14,8,5,96,35,TRUE,32,72,133.3333333,0,0,3,9,1
Abdul Waheed ,Saudi,2020,2020,3,3,1,64,41,TRUE,32,40,160,0,0,0,11,2
K Birkenstock ,Namibia,2019,2019,4,2,0,64,59,FALSE,32,33,193.9393939,0,1,0,7,4
Sadeeq Khan ,ROM,2019,2019,3,3,1,64,28,FALSE,32,42,152.3809524,0,0,0,3,6
KS Bagabena ,Ghana,2019,2019,4,3,2,32,23,TRUE,32,32,100,0,0,1,1,0
AN Kervezee ,Netherlands,2009,2012,10,10,1,289,58,TRUE,32.11111111,262,110.3053435,0,2,0,19,6
MJ Guptill ,New Zealand,2009,2021,99,95,7,2839,105,FALSE,32.26136364,2084,136.2284069,2,17,3,250,139
Anamul Haque ,Bangladesh,2012,2015,13,13,2,355,58,FALSE,32.27272727,301,117.9401993,0,1,1,38,12
F Behardien ,South Africa,2012,2018,38,30,14,518,64,TRUE,32.375,404,128.2178218,0,1,1,37,16
DDP D'Silva ,United Arab Emirates,2019,2019,10,8,4,130,29,FALSE,32.5,146,89.04109589,0,0,1,9,0
V Saini ,ROM,2020,2020,4,3,1,65,44,TRUE,32.5,40,162.5,0,0,0,1,4
RG Sharma ,India,2007,2020,108,100,15,2773,118,FALSE,32.62352941,1998,138.7887888,4,21,6,245,127
T Whiteman ,LUX,2019,2020,8,6,3,98,36,FALSE,32.66666667,67,146.2686567,0,0,1,10,1
GEF Barnett ,Canada,2008,2010,5,5,1,131,36,FALSE,32.75,136,96.32352941,0,0,0,16,0
CL White ,Australia,2007,2014,47,44,14,984,85,TRUE,32.8,740,132.972973,0,5,3,71,44
PSP Handscomb ,Australia,2019,2019,2,2,1,33,20,TRUE,33,33,100,0,0,0,1,0
GO Jones ,England,2005,2006,2,2,1,33,19,FALSE,33,25,132,0,0,0,5,0
WPUJC Vaas ,Sri Lanka,2006,2007,6,2,1,33,21,FALSE,33,41,80.48780488,0,0,0,1,0
Washeem Abbas ,MLT,2019,2020,5,3,2,33,20,TRUE,33,12,275,0,0,0,0,4
Rahmanullah Gurbaz ,Afghanistan,2019,2020,10,10,0,332,79,FALSE,33.2,236,140.6779661,0,2,2,26,20
Fiaz Ahmed ,BHR,2019,2020,8,8,3,166,62,TRUE,33.2,127,130.7086614,0,1,1,8,11
KD Karthik ,ICC/India,2006,2019,32,26,14,399,48,FALSE,33.25,278,143.5251799,0,0,2,42,15
Ravinderpal Singh ,Canada,2019,2019,12,10,2,266,101,FALSE,33.25,177,150.2824859,1,1,1,13,19
Razmal Shigiwal ,Aut,2019,2019,5,3,0,100,53,FALSE,33.33333333,78,128.2051282,0,1,0,3,8
BS Stephenson ,Blz,2019,2019,3,3,0,100,48,FALSE,33.33333333,72,138.8888889,0,0,0,9,7
Shaiman Anwar ,United Arab Emirates,2014,2019,32,32,3,971,117,TRUE,33.48275862,770,126.1038961,1,6,1,75,43
HM Amla ,South Africa/World XI,2009,2018,44,44,6,1277,97,TRUE,33.60526316,967,132.0579111,0,8,2,146,26
EC Joyce ,England/Ireland,2006,2014,18,15,3,405,78,TRUE,33.75,431,93.9675174,0,1,0,30,5
DS Smith ,West Indies,2007,2009,6,6,0,203,61,FALSE,33.83333333,161,126.0869565,0,2,0,22,5
J Butler ,GUE,2019,2020,10,9,2,238,65,TRUE,34,241,98.75518672,0,1,0,25,1
MNR Cooray ,Mald,2019,2020,7,6,1,170,56,TRUE,34,148,114.8648649,0,1,0,21,3
J Mees ,LUX,2019,2020,8,7,3,137,67,TRUE,34.25,114,120.1754386,0,1,0,20,1
Faisal Khan ,Saudi,2019,2020,7,7,1,206,83,TRUE,34.33333333,97,212.371134,0,1,1,22,14
SM Katich ,Australia,2005,2006,3,2,0,69,39,FALSE,34.5,47,146.8085106,0,0,0,8,2
Tamoor Sajjad ,QAT,2019,2020,16,15,4,380,68,FALSE,34.54545455,280,135.7142857,0,1,1,31,15
BBJL Perera ,ITA,2019,2019,8,7,1,208,67,FALSE,34.66666667,144,144.4444444,0,1,0,23,8
PL Mommsen ,Scotland,2012,2016,24,19,7,419,68,TRUE,34.91666667,329,127.3556231,0,2,1,32,11
MP Biddappa ,PHI,2019,2019,4,2,1,35,22,TRUE,35,47,74.46808511,0,0,0,1,1
D Murphy ,Scotland,2013,2013,4,4,3,35,20,FALSE,35,35,100,0,0,0,1,0
JH Kallis ,South Africa,2005,2012,25,23,4,666,73,FALSE,35.05263158,558,119.3548387,0,5,0,56,20
SJ Baard ,Namibia,2019,2019,13,13,2,387,92,FALSE,35.18181818,305,126.8852459,0,4,1,32,13
Chirag Suri ,United Arab Emirates,2018,2020,12,12,2,352,75,FALSE,35.2,304,115.7894737,0,3,0,34,7
Syed Aziz ,MAL,2019,2020,23,22,4,637,87,FALSE,35.38888889,467,136.4025696,0,6,2,61,25
F du Plessis ,South Africa/World XI,2012,2020,50,50,7,1528,119,FALSE,35.53488372,1137,134.3887423,1,10,0,140,50
T Bavuma ,South Africa,2019,2020,8,8,1,249,49,FALSE,35.57142857,187,133.1550802,0,0,0,20,7
BB McCullum ,New Zealand,2005,2015,71,70,10,2140,123,FALSE,35.66666667,1571,136.2189688,2,13,3,199,91
JE Root ,England,2012,2019,32,30,5,893,90,TRUE,35.72,707,126.3083451,0,5,2,92,16
Mohammad Naim ,Bangladesh,2019,2020,6,6,0,219,81,FALSE,36.5,183,119.6721311,0,1,1,25,5
MG Erasmus ,Namibia,2019,2019,16,14,3,407,72,FALSE,37,293,138.9078498,0,4,0,33,20
G Venkateswaran ,LUX,2019,2019,3,3,1,74,59,FALSE,37,58,127.5862069,0,1,0,10,1
D Manani ,ROM,2019,2019,2,2,1,37,19,TRUE,37,32,115.625,0,0,0,4,1
TP Ura ,Papau New Guinea,2015,2019,23,23,5,671,107,TRUE,37.27777778,476,140.9663866,1,4,0,54,31
M Abdulla ,MWest Indies,2019,2019,5,5,2,112,42,TRUE,37.33333333,100,112,0,0,0,11,2
Muhammad Tanveer ,QAT,2019,2020,22,22,6,600,64,FALSE,37.5,458,131.0043668,0,6,1,49,31
MN van Wyk ,South Africa,2007,2015,8,7,1,225,114,TRUE,37.5,157,143.3121019,1,1,0,19,14
KNA Bandara ,Sri Lanka,2021,2021,3,3,1,75,44,TRUE,37.5,60,125,0,0,0,4,3
Misbah-ul-Haq ,Pakistan,2007,2012,39,34,13,788,87,TRUE,37.52380952,715,110.2097902,0,3,2,45,26
MS Dhoni ,India,2006,2019,98,85,42,1617,56,FALSE,37.60465116,1282,126.1310452,0,2,1,116,52
SR Taylor ,United States of America,2019,2019,8,8,1,265,72,FALSE,37.85714286,207,128.0193237,0,2,1,28,10
KP Pietersen ,England,2005,2013,37,36,5,1176,79,FALSE,37.93548387,831,141.5162455,0,7,1,119,32
MEK Hussey ,Australia,2005,2012,38,30,11,721,60,TRUE,37.94736842,529,136.294896,0,4,1,58,25
D Mongia ,India,2006,2006,1,1,0,38,38,FALSE,38,45,84.44444444,0,0,0,4,1
AJ Finch ,Australia,2011,2021,71,71,10,2346,172,FALSE,38.45901639,1542,152.1400778,2,14,5,235,104
GG Banner ,Blz,2019,2019,3,3,1,77,47,FALSE,38.5,65,118.4615385,0,0,0,1,8
SA Wijeyeratne ,Canada,2019,2019,2,2,0,77,56,FALSE,38.5,51,150.9803922,0,1,0,12,0
JP Duminy ,South Africa,2007,2019,81,75,25,1934,96,TRUE,38.68,1532,126.2402089,0,11,6,138,71
HE van der Dussen ,South Africa,2018,2020,18,17,3,542,74,TRUE,38.71428571,397,136.5239295,0,3,1,31,26
F Damiao Couana ,Moz,2019,2019,7,7,1,233,71,TRUE,38.83333333,179,130.1675978,0,1,0,16,14
Khalid Ahmadi ,Belg,2020,2020,4,3,2,39,25,TRUE,39,14,278.5714286,0,0,0,4,3
S Davizi ,CZK-R,2019,2020,6,6,0,237,101,FALSE,39.5,196,120.9183673,1,1,0,19,10
NS Dhaliwal ,Canada,2019,2019,12,11,2,361,69,FALSE,40.11111111,291,124.0549828,0,3,0,22,16
A Bagai ,Canada,2008,2013,9,9,2,284,67,TRUE,40.57142857,249,114.0562249,0,2,0,27,0
Usman Patel ,KUW,2020,2020,5,4,1,122,59,TRUE,40.66666667,91,134.0659341,0,2,1,20,0
MW Machan ,Scotland,2013,2016,13,13,3,407,67,TRUE,40.7,318,127.9874214,0,3,0,37,7
Hazratullah Zazai ,Afghanistan,2016,2020,15,15,1,570,162,TRUE,40.71428571,367,155.3133515,1,2,1,49,40
B Mavuta ,Zimbabwe,2018,2018,3,3,2,41,28,FALSE,41,23,178.2608696,0,0,0,3,2
K Pala ,Papau New Guinea,2015,2015,2,2,1,41,22,TRUE,41,30,136.6666667,0,0,0,4,2
R Panchal ,ESP,2019,2020,11,9,4,206,71,TRUE,41.2,197,104.5685279,0,1,0,9,7
Awais Ahmed ,ESP,2019,2020,11,6,2,165,102,TRUE,41.25,141,117.0212766,1,0,1,7,7
S Wickramasekara ,CZK-R,2019,2020,9,9,2,294,104,TRUE,42,163,180.3680982,1,2,0,21,23
SSM Stanislaus ,MLT,2020,2020,3,2,1,42,26,FALSE,42,33,127.2727273,0,0,0,1,2
KJ Young ,Blz,2019,2019,3,3,2,42,27,TRUE,42,34,123.5294118,0,0,0,3,1
Iftikhar Ahmed ,Pakistan,2016,2021,13,11,6,212,62,TRUE,42.4,162,130.8641975,0,1,0,19,5
K Mendon ,CZK-R,2019,2020,11,7,5,85,40,TRUE,42.5,92,92.39130435,0,0,0,5,2
AR Nurse ,West Indies,2011,2019,13,8,6,85,20,TRUE,42.5,71,119.7183099,0,0,0,7,3
KL Rahul ,India,2016,2021,46,42,6,1543,110,TRUE,42.86111111,1068,144.4756554,2,12,2,136,63
AR Gandhi ,Kenya,2019,2019,3,3,1,86,50,FALSE,43,98,87.75510204,0,1,0,5,1
S Badrinath ,India,2011,2011,1,1,0,43,43,FALSE,43,37,116.2162162,0,0,0,5,0
A McAuley ,IOM,2020,2020,1,1,0,43,43,FALSE,43,53,81.13207547,0,0,0,3,0
NO Miller ,West Indies,2009,2014,9,5,4,43,15,TRUE,43,47,91.4893617,0,0,0,2,0
Adnan Idrees ,KUW,2019,2019,6,6,0,259,80,FALSE,43.16666667,157,164.9681529,0,3,0,35,9
Mandeep Singh ,India,2016,2016,3,3,1,87,52,TRUE,43.5,73,119.1780822,0,1,0,11,1
A Ferguson ,Arg,2019,2019,5,3,1,88,51,FALSE,44,100,88,0,1,0,5,1
MK Pandey ,India,2015,2020,39,33,17,709,79,TRUE,44.3125,562,126.1565836,0,3,2,49,19
R Sandaruwan ,KUW,2019,2020,15,15,2,577,103,FALSE,44.38461538,348,165.8045977,1,4,2,52,36
RN ten Doeschate ,Netherlands,2008,2019,22,22,10,533,59,FALSE,44.41666667,400,133.25,0,3,1,27,19
CAJ Meschede ,GER,2019,2019,5,5,1,179,67,FALSE,44.75,115,155.6521739,0,1,1,9,14
GH Worker ,New Zealand,2015,2015,2,2,0,90,62,FALSE,45,64,140.625,0,1,0,6,5
T Munyonga ,Zimbabwe,2019,2019,5,3,2,45,44,FALSE,45,34,132.3529412,0,0,0,3,1
AC Voges ,Australia,2007,2013,7,5,2,139,51,FALSE,46.33333333,114,121.9298246,0,1,0,8,2
Yasir Ali ,ESP,2019,2020,11,11,4,325,80,TRUE,46.42857143,280,116.0714286,0,2,1,23,15
TH David ,SGP,2019,2020,14,14,2,558,92,TRUE,46.5,352,158.5227273,0,4,0,50,26
M Klinger ,Australia,2017,2017,3,3,0,143,62,FALSE,47.66666667,112,127.6785714,0,1,0,12,2
MIA Patel ,MWest Indies,2019,2019,3,2,1,48,40,TRUE,48,44,109.0909091,0,0,0,6,1
Babar Azam ,Pakistan,2016,2021,47,45,9,1730,97,TRUE,48.05555556,1328,130.2710843,0,16,2,179,24
A Symonds ,Australia,2005,2009,14,11,4,337,85,TRUE,48.14285714,199,169.3467337,0,2,2,33,10
CU Jayasinghe ,Sri Lanka,2009,2010,5,3,2,49,38,FALSE,49,49,100,0,0,0,3,1
V Kohli ,India,2010,2021,86,80,21,2928,94,TRUE,49.62711864,2120,138.1132075,0,25,3,265,81
Mohammed Nurji ,MWest Indies,2019,2019,6,5,3,101,36,FALSE,50.5,59,171.1864407,0,0,0,8,6
JM Kemp ,South Africa,2005,2007,8,7,3,203,89,TRUE,50.75,160,126.875,0,1,0,17,10
Rehman Abdul ,ITA,2019,2019,7,5,3,102,37,TRUE,51,103,99.02912621,0,0,0,7,3
HA Varaiya ,Kenya,2007,2013,25,12,11,51,18,TRUE,51,81,62.96296296,0,0,0,1,0
ML Hayden ,Australia,2005,2007,9,9,3,308,73,TRUE,51.33333333,214,143.9252336,0,4,0,37,13
S Periyalwar ,ROM,2019,2020,6,6,3,154,105,TRUE,51.33333333,109,141.2844037,1,0,1,18,6
IDA Damarell ,GUE,2020,2020,1,1,0,52,52,FALSE,52,31,167.7419355,0,1,0,6,3
DP Conway ,New Zealand,2020,2021,11,9,2,366,99,TRUE,52.28571429,252,145.2380952,0,3,0,36,11
Usman Limbada ,Canada,2010,2013,7,3,2,53,21,TRUE,53,41,129.2682927,0,0,0,6,0
SMA Priyanjan ,Sri Lanka,2017,2017,3,3,2,54,40,TRUE,54,62,87.09677419,0,0,0,1,2
DJ Malan ,England,2017,2021,20,20,4,879,103,TRUE,54.9375,592,148.4797297,1,9,0,95,31
R Satheesan ,ROM,2019,2020,8,6,2,220,92,TRUE,55,128,171.875,0,2,0,15,11
ME Trescothick ,England,2005,2006,3,3,0,166,72,FALSE,55.33333333,131,126.7175573,0,2,0,23,1
HS Gericke ,MLT,2020,2020,3,2,0,114,91,FALSE,57,72,158.3333333,0,1,0,11,3
A Makesh ,KUW,2019,2019,4,2,1,57,57,FALSE,57,41,139.0243902,0,1,0,3,4
Nouman Sarwar ,QAT,2019,2019,14,9,6,172,47,TRUE,57.33333333,128,134.375,0,0,1,16,6
MJ Richardson ,GER,2019,2020,5,5,3,115,40,FALSE,57.5,97,118.556701,0,0,0,14,1
Abu Hider ,Bangladesh,2016,2018,13,5,4,58,22,TRUE,58,43,134.8837209,0,0,0,5,4
Zameer Khan ,DEN,2019,2019,2,2,1,60,33,FALSE,60,61,98.36065574,0,0,0,4,0
